,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title.1,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,Short,Film-Noir
63,Bryan Singer,396,144,0,1000.0,Michael Fassbender,34000.0,154985087,Jennifer Lawrence,X-Men: Apocalypse,148379,49684,Tye Sheridan,6,"mutant,superhero,superhero team,x men,year 1983",http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1,622,English,USA,PG-13,178000000,2016,13000.0,7.3,2.35,54000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Christopher Nolan,645,152,22000,11000.0,Heath Ledger,23000.0,533316061,Christian Bale,The Dark Knight,1676169,57802,Morgan Freeman,0,"based on comic book,dc comics,psychopath,star died before release,urban setting",http://www.imdb.com/title/tt0468569/?ref_=fn_tt_tt_1,4667,English,USA,PG-13,185000000,2008,13000.0,9.0,2.35,37000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
65,Pete Docter,408,96,0,262.0,Delroy Lindo,1000.0,292979556,John Ratzenberger,Up,665575,2635,Jess Harnell,1,"balloon,house,promise,retirement,skeleton",http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,704,English,USA,PG,175000000,2009,848.0,8.3,1.85,27000,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Rob Letterman,219,94,11,459.0,Rainn Wilson,1000.0,198332128,Amy Poehler,Monsters vs. Aliens,114553,2579,Stephen Colbert,2,"alien,alien invasion,alien space craft,giant,giantess",http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1,187,English,USA,PG,175000000,2009,973.0,6.5,2.35,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Jon Favreau,486,126,4000,4000.0,Jeff Bridges,21000.0,318298180,Robert Downey Jr.,Iron Man,696338,39252,Jon Favreau,3,"afghanistan,billionaire,inventor,playboy,u.s. air force",http://www.imdb.com/title/tt0371746/?ref_=fn_tt_tt_1,1055,English,USA,PG-13,140000000,2008,12000.0,7.9,2.35,10000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Martin Scorsese,682,126,17000,1000.0,Christopher Lee,17000.0,73820094,Chloë Grace Moretz,Hugo,245333,36017,Ray Winstone,0,"automaton,mechanical,railway station,steampunk,train",http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1,678,English,USA,PG,170000000,2011,16000.0,7.5,1.85,42000,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69,Barry Sonnenfeld,85,106,188,582.0,Salma Hayek,10000.0,113745408,Will Smith,Wild Wild West,129601,15870,Bai Ling,2,"buddy movie,general,inventor,steampunk,utah",http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,648,English,USA,PG-13,170000000,1999,4000.0,4.8,1.85,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70,Rob Cohen,264,112,357,595.0,Brendan Fraser,5000.0,102176165,Jet Li,The Mummy: Tomb of the Dragon Emperor,117927,9131,Russell Wong,2,"army,china,emperor,mummy,shangri la",http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1,501,English,USA,PG-13,145000000,2008,3000.0,5.2,2.35,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,David Ayer,418,123,452,329.0,Robin Atkin Downes,10000.0,161087183,Will Smith,Suicide Squad,118992,11287,Ike Barinholtz,8,"based on comic book,critically bashed,father daughter relationship,reference to superman,super villain",http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1,971,English,USA,PG-13,175000000,2016,336.0,6.9,2.35,80000,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Tom Shadyac,186,96,293,7000.0,Morgan Freeman,87000.0,100289690,Jimmy Bennett,Evan Almighty,115099,108016,Steve Carell,0,"ark,change,congressman,depiction of god,flood",http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1,257,English,USA,PG,175000000,2007,11000.0,5.4,2.35,2000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Doug Liman,585,113,218,509.0,Lara Pulver,10000.0,100189501,Tom Cruise,Edge of Tomorrow,431620,12652,Noah Taylor,1,"alien,combat,dying repeatedly,end of the world,time loop",http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741,English,USA,PG-13,178000000,2014,854.0,7.9,2.35,77000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Kevin Reynolds,91,176,58,60.0,Rick Aviles,711.0,88246220,Jeanne Tripplehorn,Waterworld,144337,1004,Zakes Mokae,0,"future,sail,sea,smoker,water",http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1,309,English,USA,PG-13,175000000,1995,60.0,6.1,1.85,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Stephen Sommers,250,118,208,570.0,Dennis Quaid,23000.0,150167630,Joseph Gordon-Levitt,G.I. Joe: The Rise of Cobra,174578,26683,Leo Howard,4,"cobra,gi joe,snake,train,warhead",http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1,534,English,USA,PG-13,175000000,2009,2000.0,5.8,2.35,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Pete Docter,536,95,0,384.0,Mindy Kaling,1000.0,356454367,Amy Poehler,Inside Out,345198,2944,Phyllis Smith,1,"anger,joy,memory,running away,sadness",http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1,773,English,USA,PG,175000000,2015,767.0,8.3,1.85,118000,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,Jon Favreau,370,106,4000,591.0,Bill Murray,19000.0,362645141,Scarlett Johansson,The Jungle Book,106072,32921,Garry Shandling,0,"fire,jungle,remake,tiger,wolf",http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398,English,UK,PG,175000000,2016,13000.0,7.8,1.85,65000,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,Jon Favreau,453,124,4000,4000.0,Scarlett Johansson,21000.0,312057433,Robert Downey Jr.,Iron Man 2,522371,48638,Jon Favreau,4,"hammer,military,monaco,revenge,tony stark",http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1,723,English,USA,PG-13,200000000,2010,19000.0,7.0,2.35,18000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Rupert Sanders,416,132,274,11000.0,Kristen Stewart,26000.0,155111815,Chris Hemsworth,Snow White and the Huntsman,228554,72881,Sam Claflin,0,"evil queen,fairy tale,magic,queen,snow white",http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1,710,English,USA,PG-13,170000000,2012,17000.0,6.1,2.35,53000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,Robert Stromberg,401,97,171,846.0,Sharlto Copley,11000.0,241407328,Angelina Jolie Pitt,Maleficent,252257,15516,Sam Riley,2,"curse,dark fantasy,fairy,king,kingdom",http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,634,English,USA,PG,180000000,2014,2000.0,7.0,2.35,89000,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Matt Reeves,521,130,198,884.0,Judy Greer,10000.0,208543795,Gary Oldman,Dawn of the Planet of the Apes,317542,14363,Kodi Smit-McPhee,0,"ape,dam,leader,post apocalypse,sequel",http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,620,English,USA,PG-13,170000000,2014,2000.0,7.6,1.85,45000,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,Carl Rinsch,218,128,47,982.0,Cary-Hiroyuki Tagawa,18000.0,38297305,Keanu Reeves,47 Ronin,116994,20965,Jin Akanishi,2,"box office flop,ronin,samurai,shogun,tournament",http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,324,English,USA,PG-13,175000000,2013,1000.0,6.3,2.35,35000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,Anthony Russo,576,136,94,2000.0,Chris Evans,19000.0,259746958,Scarlett Johansson,Captain America: The Winter Soldier,496749,36188,Hayley Atwell,1,"conspiracy,heroism,megalomaniac,super soldier,world domination",http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,742,English,USA,PG-13,170000000,2014,11000.0,7.8,2.35,55000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Mike Mitchell,226,93,31,213.0,Kathy Griffin,4000.0,238371987,Jon Hamm,Shrek Forever After,138661,4628,Mary Kay Place,2,"alternate world,fairy tale parody,female warrior,ogre,true love",http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,173,English,USA,PG,165000000,2010,225.0,6.4,2.35,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Brad Bird,443,130,663,604.0,Chris Bauer,2000.0,93417865,Judy Greer,Tomorrowland,128306,5046,Thomas Robinson,2,"boy genius,futuristic city,inventor,teenage girl,time travel",http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,497,English,USA,PG,190000000,2015,638.0,6.5,2.2,37000,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,Don Hall,384,102,38,562.0,Daniel Henney,756.0,222487711,Damon Wayans Jr.,Big Hero 6,279093,2963,Abraham Benrubi,0,"high tech,martial arts,masked man,robot,superhero",http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,433,English,USA,PG,165000000,2014,719.0,7.9,2.39,41000,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,Rich Moore,377,101,66,833.0,Sarah Silverman,975.0,189412677,Jack McBrayer,Wreck-It Ralph,272534,4451,Joe Lo Truglio,1,"arcade,candy,glitch,king,medal",http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345,English,USA,PG,165000000,2012,931.0,7.8,2.35,40000,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Robert Zemeckis,188,100,0,267.0,Eddie Deezen,15000.0,665426,Tom Hanks,The Polar Express,120798,16264,Peter Scolari,0,"boy,christmas,christmas eve,north pole,train",http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,444,English,USA,G,165000000,2004,726.0,6.6,2.35,10000,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Roland Emmerich,286,120,776,535.0,Sela Ward,890.0,102315545,Vivica A. Fox,Independence Day: Resurgence,58137,3233,Judd Hirsch,0,"alien,battle,defense,independence day,mothership",http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,520,English,USA,PG-13,165000000,2016,812.0,5.5,2.35,67000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Dean DeBlois,288,98,255,759.0,America Ferrera,18000.0,217387997,Gerard Butler,How to Train Your Dragon,485430,20453,Craig Ferguson,0,"dragon,island,training,viking,village",http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492,English,USA,PG,165000000,2010,953.0,8.2,2.35,33000,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Jonathan Mostow,280,109,84,191.0,M.C. Gainey,648.0,150350192,Nick Stahl,Terminator 3: Rise of the Machines,305340,1769,Carolyn Hennesy,0,"drifter,exploding truck,future,machine,skynet",http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676,English,USA,R,200000000,2003,284.0,6.4,2.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,James Gunn,653,121,571,3000.0,Vin Diesel,14000.0,333130696,Bradley Cooper,Guardians of the Galaxy,682155,32438,Djimon Hounsou,3,"bounty hunter,outer space,raccoon,talking animal,tree",http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,1097,English,USA,PG-13,170000000,2014,14000.0,8.1,2.35,96000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Christopher Nolan,712,169,22000,6000.0,Anne Hathaway,11000.0,187991439,Matthew McConaughey,Interstellar,928227,31488,Mackenzie Foy,1,"black hole,father daughter relationship,saving the world,space travel,wormhole",http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,2725,English,USA,PG-13,165000000,2014,11000.0,8.6,2.35,349000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94,Christopher Nolan,642,148,22000,23000.0,Tom Hardy,29000.0,292568851,Leonardo DiCaprio,Inception,1468200,81115,Joseph Gordon-Levitt,0,"ambiguous ending,corporate espionage,dream,subconscious,thief",http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803,English,USA,PG-13,160000000,2010,27000.0,8.8,2.35,175000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Rob Cohen,187,106,357,4000.0,Vin Diesel,23000.0,144512310,Paul Walker,The Fast and the Furious,272223,45327,Jordana Brewster,2,"eighteen wheeler,illegal street racing,truck,trucker,undercover cop",http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988,English,USA,PG-13,38000000,2001,14000.0,6.7,2.35,14000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96,David Fincher,362,166,21000,919.0,Jason Flemyng,11000.0,127490802,Brad Pitt,The Curious Case of Benjamin Button,459346,13333,Julia Ormond,2,"deformed baby,diary,lingerie slip,older man younger woman relationship,premature aging",http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,822,English,USA,PG-13,150000000,2008,1000.0,7.8,2.35,23000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,Matthew Vaughn,500,132,905,1000.0,Michael Fassbender,34000.0,146405371,Jennifer Lawrence,X-Men: First Class,518537,50983,Oliver Platt,3,"cia,cia agent,mutant,nuclear war,professor",http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698,English,USA,PG-13,160000000,2011,13000.0,7.8,2.35,54000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Francis Lawrence,389,137,508,14000.0,Philip Seymour Hoffman,34000.0,281666058,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2,166137,81385,Josh Hutcherson,1,"death of sister,dystopia,execution,rebellion,revolution",http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1,383,English,USA,PG-13,160000000,2015,22000.0,6.6,2.35,38000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Jon Turteltaub,235,109,226,370.0,Omar Benson Miller,12000.0,63143812,Nicolas Cage,The Sorcerer's Apprentice,124185,13388,Robert Capron,0,"chosen one,enchanted object,love,spell,training",http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238,English,USA,PG,150000000,2010,418.0,6.1,2.35,11000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Wolfgang Petersen,231,98,249,702.0,Mike Vogel,87000.0,60655503,Jimmy Bennett,Poseidon,82380,92456,Andre Braugher,0,"cruise,escape,ocean,passenger,water",http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,629,English,USA,PG-13,160000000,2006,2000.0,5.6,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,James Bobin,218,113,33,11000.0,Alan Rickman,40000.0,76846624,Johnny Depp,Alice Through the Looking Glass,21352,80806,Anne Hathaway,1,"clock,dark fantasy,mad hatter,queen,sequel",http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,131,English,USA,PG,170000000,2016,25000.0,6.4,1.85,30000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Chris Miller,227,93,50,692.0,Eric Idle,3000.0,320706665,Justin Timberlake,Shrek the Third,211971,4705,Rupert Everett,2,"disney spoof,fairy tale,prince,princess,tough guy",http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,326,English,USA,PG,160000000,2007,795.0,6.1,1.85,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Duncan Jones,275,123,0,648.0,Callum Rennie,3000.0,46978995,Dominic Cooper,Warcraft,111609,5505,Ruth Negga,0,"based on video game,fictional language,fictional war,orc,sword and sorcery",http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,781,English,USA,PG-13,160000000,2016,716.0,7.3,2.35,89000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Alan Taylor,474,126,230,2000.0,Emilia Clarke,24000.0,89732035,J.K. Simmons,Terminator Genisys,188457,38873,Matt Smith,2,"alternate timeline,cyborg,future,robot,time machine",http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,867,English,USA,PG-13,155000000,2015,10000.0,6.6,2.35,82000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Michael Apted,228,113,150,59.0,Shane Rangi,531.0,104383624,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader,106446,764,Laura Brent,4,"dragon,king,mouse,quest,warrior",http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,227,English,USA,PG,155000000,2010,82.0,6.3,1.78,11000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Michael Bay,191,184,0,691.0,Jaime King,3000.0,198539855,Jennifer Garner,Pearl Harbor,254111,5401,Mako,0,"air raid,black smoke,japanese military,japanese navy,sunday",http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,1999,English,USA,PG-13,140000000,2001,961.0,6.1,2.35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
107,Michael Bay,396,144,0,581.0,Michael O'Neill,662.0,318759914,Zack Ward,Transformers,513158,2333,Kevin Dunn,0,"alien contact,autobot,decepticon,robot vs. robot,teenage hero",http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,1782,English,USA,PG-13,150000000,2007,599.0,7.1,2.35,8000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Oliver Stone,248,206,0,591.0,Angelina Jolie Pitt,12000.0,34293771,Anthony Hopkins,Alexander,138863,24598,Brian Blessed,3,"ancient greece,conquest,greek,greek myth,king",http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,1390,English,Germany,R,155000000,2004,11000.0,5.5,2.35,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
109,David Yates,329,138,282,687.0,Daniel Radcliffe,21000.0,292000866,Robert Pattinson,Harry Potter and the Order of the Phoenix,355137,33433,Fiona Shaw,3,"battle,magic,school,teacher,wizard",http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,1108,English,UK,PG-13,150000000,2007,11000.0,7.5,2.35,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Mike Newell,295,157,179,10000.0,Daniel Radcliffe,21000.0,289994397,Robert Pattinson,Harry Potter and the Goblet of Fire,385670,53413,Rupert Grint,1,"fire,goblet,magic,tournament,wizard",http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,1896,English,UK,PG-13,150000000,2005,11000.0,7.6,2.35,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,Peter Berg,318,102,532,979.0,Charlize Theron,10000.0,227946274,Will Smith,Hancock,343648,21584,Eddie Marsan,0,"bully comeuppance,destruction,prison,superhero,tough girl",http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,590,English,USA,PG-13,150000000,2008,9000.0,6.4,2.35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112,Francis Lawrence,323,104,508,558.0,Alice Braga,10000.0,256386216,Will Smith,I Am Legend,530870,13076,Willow Smith,0,"new york city,pandemic,post apocalypse,survivalist,virus",http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,1413,English,USA,PG-13,150000000,2007,1000.0,7.2,2.35,11000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
113,Tim Burton,276,115,13000,588.0,Christopher Lee,40000.0,206456431,Johnny Depp,Charlie and the Chocolate Factory,320284,57844,David Kelly,3,"chocolate,diminution,miniaturization,physical flexability,ticket",http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361,English,USA,PG,150000000,2005,16000.0,6.7,1.85,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Brad Bird,318,111,663,954.0,John Ratzenberger,1000.0,206435493,Janeane Garofalo,Ratatouille,473887,4764,Brian Dennehy,0,"chef,food,french,rat,restaurant",http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,626,English,USA,G,150000000,2007,1000.0,8.0,2.35,10000,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Christopher Nolan,478,128,22000,11000.0,Liam Neeson,23000.0,205343774,Christian Bale,Batman Begins,980946,59558,Morgan Freeman,0,"armored car,gangster,gotham,mixed martial arts,social decay",http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685,English,USA,PG-13,150000000,2005,14000.0,8.3,2.35,15000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Eric Darnell,167,89,35,436.0,Jada Pinkett Smith,1000.0,179982968,Bernie Mac,Madagascar: Escape 2 Africa,146019,3285,Cedric the Entertainer,0,"africa,madagascar,new york city,sequel,zoo",http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,119,English,USA,PG,150000000,2008,851.0,6.7,1.85,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Shawn Levy,185,105,189,1000.0,Rami Malek,49000.0,177243721,Robin Williams,Night at the Museum: Battle of the Smithsonian,130272,54039,Steve Coogan,2,"hdtv,motorcycle,museum,security guard,tyrannosaurus rex",http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,209,English,USA,PG,150000000,2009,3000.0,5.9,2.35,2000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Gavin Hood,350,119,151,2000.0,Ryan Reynolds,20000.0,179883016,Hugh Jackman,X-Men Origins: Wolverine,361924,40054,Dominic Monaghan,0,"army,civil war,claw fight,commando,wolverine the character",http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,641,English,USA,PG-13,150000000,2009,16000.0,6.7,2.35,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Lana Wachowski,245,129,0,233.0,Collin Chou,309.0,139259759,Essie Davis,The Matrix Revolutions,364948,1062,Nona Gaye,0,"battle,epic,fight,future,machine",http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,2121,English,Australia,R,150000000,2003,269.0,6.7,2.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Chris Buck,406,102,69,490.0,Maurice LaMarche,1000.0,400736600,Josh Gad,Frozen,421658,2582,Livvy Stubenrauch,0,"magic,sister love,sister sister relationship,snow,snowman",http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904,English,USA,PG,150000000,2013,523.0,7.6,2.24,58000,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Lana Wachowski,275,138,0,30.0,Daniel Bernhardt,234.0,281492479,Steve Bastoni,The Matrix Reloaded,421818,534,Helmut Bakaitis,0,"car motorcycle chase,one against many,oracle,prophecy,stylized violence",http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789,English,USA,R,150000000,2003,198.0,7.2,2.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Alan Taylor,486,112,230,12000.0,Natalie Portman,26000.0,206360018,Chris Hemsworth,Thor: The Dark World,414070,59803,Anthony Hopkins,3,"arrest,portal,thor,warrior,weapon",http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,532,English,USA,PG-13,170000000,2013,20000.0,7.1,2.35,63000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,George Miller,739,120,750,943.0,Charlize Theron,27000.0,153629485,Tom Hardy,Mad Max: Fury Road,552503,40025,Zoë Kravitz,0,"australia,desert,escape,on the run,post apocalypse",http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,1588,English,Australia,R,150000000,2015,9000.0,8.1,2.35,191000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Ron Howard,298,146,2000,294.0,Ayelet Zurer,15000.0,133375846,Tom Hanks,Angels & Demons,207839,16948,Armin Mueller-Stahl,2,"conclave,illuminati,murder,reference to bernini,reference to raphael",http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,435,English,USA,PG-13,150000000,2009,745.0,6.7,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,Kenneth Branagh,516,115,0,12000.0,Natalie Portman,26000.0,181015141,Chris Hemsworth,Thor,536314,60059,Anthony Hopkins,1,"battle,marvel cinematic universe,scientist,thor,throne",http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738,English,USA,PG-13,150000000,2011,20000.0,7.0,2.35,63000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Byron Howard,225,96,59,699.0,Diedrich Bader,17000.0,114053579,Chloë Grace Moretz,Bolt,146766,20007,James Lipton,0,"cat,dog,hamster,new york city,superpower",http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,178,English,USA,PG,150000000,2008,759.0,6.9,1.85,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,Hoyt Yeatman,145,88,12,182.0,Piper Mackenzie Harris,730.0,119420252,Kelli Garner,G-Force,33042,2217,Niecy Nash,0,"fbi director,guinea pig,household appliance,secret agent,talking mouse",http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,90,English,USA,PG,150000000,2009,607.0,5.1,2.35,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
